,Sharp,RetYearly,STD,MDD,R2VaR,R2CVaR
0,0.5049547271171476,0.12628025277992827,0.25008232619363463,0.4021283402225947,-0.06753492604700068,-1.310990789525856
1,0.3487861393458232,0.09659466991453813,0.27694526535862146,0.47526888301438386,-0.048610756370284725,-1.4792061476345784
2,0.2282788234270532,0.06688097871894638,0.2929793386652805,0.4788416972268811,-0.03776192985760158,-1.7657604460490572
3,0.18794831439147014,0.054454302792967146,0.28973020039725617,0.5977948885588573,-0.03845543021065058,-1.797163238843359
4,0.17057146077109872,0.04855452924904302,0.2846579904372256,0.5592027114525309,-0.0342437315607101,-1.857973772453588
5,0.17518103784077685,0.05049097417999149,0.28822168656109376,0.5412104404783165,-0.034024481006801936,-1.890003701366185
6,0.17939812230711985,0.05427198501804309,0.30252259232196643,0.5646431813967996,-0.03469748455663398,-1.9811486194479966
7,0.15496766350561034,0.046487817099504225,0.2999839840640123,0.5405911872187918,-0.029987163379677734,-2.112267741572712
8,0.26971074272589807,0.09380754118523882,0.3478079524647398,0.5618460481515679,-0.04590809808388652,-1.680740600589901
9,0.2445676789075329,0.07832887376764619,0.32027483810426594,0.5738757827894098,-0.03844073303345853,-1.8814329994512289
