,Sharp,RetYearly,STD,MDD,R2VaR,R2CVaR
0,0.39764901745145487,0.08667033058104567,0.21795685837857356,0.35813004559462114,-0.0595549259203365,-1.3464359802016206
1,0.32774966175654857,0.0796939848871634,0.24315504846000371,0.44267593494796154,-0.03790490771575877,-1.7300491698218274
2,0.3894307073017433,0.11811878417366595,0.3033114286032502,0.38615007606369967,-0.05408635058473563,-1.4337457906443989
3,0.39248408720138006,0.12070564280706675,0.3075427685941666,0.48838126760956835,-0.05597917200167521,-1.4174817775470234
4,0.27261997994686926,0.0857704234891914,0.3146153246211343,0.5320919902724608,-0.04300083945289601,-1.69016465625952
5,0.16678997836394274,0.05157803834371055,0.3092394330261564,0.6069803987025522,-0.03148662944181469,-2.053859696143221
6,0.04883225389843667,0.01514762983743334,0.3101972288426007,0.6629427151811044,-0.021138881418463765,-5.565206466390659
7,-0.04629164797719906,-0.013831358250629533,0.2987873375655618,0.6786520143569834,-0.010796008015343425,-1.9247570774912985
8,-0.027770894563417713,-0.007913660432357084,0.28496238802410273,0.6517137699739841,-0.012427198796457997,-3.1254404995263667
9,-0.12446823125892766,-0.026851089951720586,0.21572645228534695,0.5095036856867908,0.0021696195134908313,0.11330618788006074
