,0,1,2,3,4,5,6,7,8,9
20091231,-0.10612112722712534,-0.09694772412837135,-0.07471299734012157,-0.04593917577335498,-0.027897363490483298,-0.06671325323503055,-0.06561153661745388,-0.05575531656583547,-0.05141888252982593,-0.044679122891748774
20100129,0.012616551906227891,0.03427060891800409,0.010735676823560678,0.04763489194089354,0.028943048907272204,0.051531829513695615,0.06484269095359407,0.07062722428380568,0.06920913054004976,0.046730881903452696
20100226,0.015228626214485182,0.016716623457229973,0.0034435371621910635,0.017612793691872873,0.01772293228821071,0.022677636614128818,0.03169121945997433,0.027555425105033636,0.028617765618888964,0.02892583205088565
20100331,-0.0747757869699065,-0.07425559330055047,-0.06816997983398868,-0.0744240766122194,-0.08049865362907173,-0.07612809761151529,-0.09436640331735283,-0.08560980566805312,-0.06525145068032115,-0.11234775818039713
20100430,-0.054405719579663656,-0.08235426242486979,-0.09884501782721415,-0.0974165962326349,-0.0569355718831525,-0.08258382531504435,-0.09622398397568369,-0.10756762433243303,-0.06978097945493841,-0.09940246883986095
20100531,-0.06713065899374823,-0.07114717960255515,-0.06663173810212969,-0.11109565798182018,-0.07524035180953649,-0.07996781620865796,-0.09912276041142509,-0.11450605180711143,-0.10579653443466745,-0.08374602383657911
20100630,0.0959554147984146,0.12855440523775005,0.1493902548923794,0.16877348231804595,0.09574082240630877,0.17293869967809028,0.1568564373970473,0.1699973895201303,0.14671099355652745,0.11488616454831455
20100730,-0.00806591825638128,0.03924963367498405,0.07523502173748998,-0.01956221241810816,0.08956133028825729,0.07031150329691513,0.043644713843590296,0.07443738858670536,0.06311920093546317,0.10551577725842289
20100831,0.0033430144032687422,0.008474046176006403,0.033829781969330217,0.032816142048992025,0.0116634531838381,0.04146251461461593,0.004808218155439834,0.007657779288265148,-0.04072522569548418,-0.007611311799706469
20100930,0.115316383663409,0.1309660351114047,0.10036446882540354,0.10290075539294269,0.11483315567143056,0.06798412737174911,0.10126137167592904,0.11335112981911255,0.1252894462732027,0.10214436476315439
20101029,-0.03171715340330797,-0.05052681836846748,-0.055717075022157614,-0.022000161351253385,-0.044239091438877276,-0.028794390400649676,-0.021757830860728026,-0.03201937997107416,0.02392177423032509,0.01820815595556528
20101130,0.006734665519745096,-0.002974474701398341,-0.013397670955967538,-0.0334007971352746,-0.036426706101339745,-0.013293597018698974,-0.0284035754991944,-0.015275296661070633,-0.019440166004456565,-0.019181565390612457
20101231,-0.003783496322619862,-0.04098938762974723,-0.010858805769840812,-0.008740208761798386,-0.04268078613213866,-0.035640781988196285,-0.04685225803335713,-0.04958991840972725,-0.08051911914031847,-0.09697455095962233
20110131,0.032543996422059046,0.024174623644780013,0.08736107173812134,0.08949240835534647,0.04148049002947596,0.07520992750042954,0.10487681763656505,0.10064586755902741,0.0861132570002759,0.07612826066665299
20110228,-0.010294296742406794,-0.005797971315171719,0.013731534136342725,0.017692377850640498,0.0019420867902930296,-0.0014258167095692192,-0.008379413048725762,-0.009575314912096676,-0.007720829762931404,-0.02515562497996353
20110331,0.0085998850952202,-0.003911345435604538,-0.018477823412837283,-0.009784345709046072,-0.016248367665457588,-0.017206274544895313,-0.02655829899264589,-0.02060502412037761,-0.10321182627662327,-0.0607574117223245
20110429,-0.046798679196526825,-0.06130973879581797,-0.0750320139106041,-0.07648596442468208,-0.07325453583572461,-0.07509074989245099,-0.08069776997739239,-0.07910660635634831,-0.06562437874435903,-0.08578839095488411
20110531,0.023263889338581815,0.02278733650308352,0.024766011380283316,0.0233713828465729,0.018729254505623693,0.01625558897799538,0.02719167653527957,0.03256660864083284,0.0321041183577397,0.03796134751045251
20110630,-0.018751734013986558,-0.019919181919512315,-0.014917249215109007,-0.002237514558020382,0.005239030957160423,0.013692399003675589,-0.005201543970787868,0.0002635119844866824,0.03776316802368598,-0.018318568728454082
20110729,-0.0332593606790177,-0.06828379630664644,-0.04490176431122309,-0.04204497385870547,-0.04769431002636395,-0.05203289794211861,-0.04846003751675562,-0.05116760292174687,0.0008590673355294044,-0.022855194005030412
20110831,-0.06648912669641191,-0.07740822253578467,-0.1063811207638359,-0.06744999240824012,-0.12023588501597704,-0.11898412397420086,-0.12578527205678364,-0.12644332769682012,-0.1370216234644339,-0.12303625624393072
20110930,0.03441277638086154,0.062287070582502005,0.06222903820501293,0.0427764032447809,0.03797321283055412,0.013016349799969842,0.027104085428404028,0.028884744860488937,0.04471534251157053,0.03747041537627453
20111031,-0.04294958576122306,-0.046508332118503866,-0.051816745148816304,-0.06189436912551991,-0.06294967536405165,-0.05594194305861632,-0.0525417619235352,-0.06242105315376511,-0.028526976086071264,-0.041799690536355974
20111130,-0.03592696628190241,-0.02402662485787015,-0.10201233739023643,-0.07932972380896966,-0.12891007254761053,-0.14264483582931792,-0.13032355575788873,-0.1194615740369793,-0.13421665147955225,-0.1386043057092487
20111230,0.027581184539536664,0.039043386459212445,0.023451818272590408,0.034590789794306555,0.03916357933260424,0.02399728636179537,0.0247269805499959,0.008224965638002173,-0.04291022229898708,-0.0390748814100368
20120131,0.060235226625501646,0.04272065862967296,0.07008173113087152,0.09449161188406831,0.11403346679128482,0.09949987149983999,0.10710391484483239,0.13657210518914015,0.12778942792850845,0.1237337380263008
20120229,-0.05035251141754851,-0.06539482478657635,-0.06508161481037261,-0.0844760324824386,-0.08101560956888791,-0.08846470364249924,-0.08958741046570318,-0.0836674904540485,-0.060011562188438256,-0.067098921445913
20120330,0.0401282618772804,0.03219061861309778,0.056520846383529354,0.0625644645371112,0.09111513468855548,0.06970976153264878,0.07416760849664011,0.06886601792792696,0.023470825552934282,0.03994615621569895
20120427,-0.00847647533034273,-0.01687668657986397,0.003296942751952371,-0.004073722667920401,0.02597452432412551,0.008005756215187565,0.030898896629235638,0.0208311223455199,0.04988843769842058,0.027501681069992026
20120531,-0.035068404724965765,-0.056440346857740326,-0.047780483135478446,-0.0786644953292828,-0.08035168239973794,-0.08363709867857669,-0.05956371683967857,-0.06696301036844458,-0.029653233671273774,-0.03992286672496366
20120629,-0.035372791187039836,-0.050826745266070936,-0.07348023906122597,-0.07117550096364249,-0.08675934249820956,-0.0838454414806837,-0.0883525045388917,-0.10559612421629078,-0.10955577480805392,-0.07114856105022913
20120731,-0.04640838339122854,-0.03547690980132566,0.011085381821614634,-0.005577195666504593,-0.02194335603627115,-0.023033934558257488,-0.026787637751476766,-0.010833446921261336,0.04155299554308355,0.00015315370302069033
20120831,0.03051980481217225,0.027279176639114184,0.007429791394209868,-0.00784254976822964,0.02626402567451726,0.01709159357015487,0.01632718607120738,0.01733052392131732,-0.00980224110883291,0.03067365478122147
20120928,0.00713152540931405,-0.004642436795177602,-0.010552157062268842,0.010629681753227859,-0.017292878337765133,-0.023988571849792834,0.0028647259826129964,-0.017298904134422595,-0.02272747546225419,-0.0026815190524677197
20121031,-0.04508592728289684,-0.025518530816503567,-0.06963401732599936,-0.08416500321297318,-0.035205238700886224,-0.09505781006611227,-0.11664431806922995,-0.13195112990475039,-0.10960264489580034,-0.11514448309374728
20121130,0.12491653499850724,0.11898011936255487,0.13450558940226875,0.19148910588776574,0.15160008689025561,0.16146194223779492,0.16082350725341926,0.18436877913193658,0.1906683353822684,0.1540307786309289
20121231,0.038623788218374755,0.06975604274073939,0.07754247404166997,0.06416743635825092,0.06485878020733313,0.05571267358748164,0.05488442075026059,0.05300292280367709,0.07899672203637534,0.06250768993140468
20130131,-0.017804605181880165,0.002104695035713227,0.030944862419697516,0.0066972222928271905,0.023274774310613623,0.02128762299669347,0.021505865826383204,0.020751141891860676,0.054824732939821486,0.0008024704509471195
20130228,-0.04399754820540362,-0.04089281689829595,-0.042248485199845184,-0.044384608605645234,-0.057843642887884655,-0.045874360531435066,-0.04188825177649595,-0.05064821929966733,-0.047817320189585316,-0.03415080473474097
20130329,-0.015454114411204584,-0.03300135285098689,-0.032275778778826925,-0.0415812042148988,-0.02301126314750783,-0.040526621223471615,-0.029781291301288176,-0.03411152214067423,-0.015412844326495857,-0.04548712183675481
20130426,0.04685273588901975,0.08552525778810197,0.11855064017840289,0.09421985033046609,0.11113929710204483,0.10660388510756044,0.13369126043006574,0.1211501468668756,0.22735501124124385,0.15683446893843442
20130531,-0.09256783617160963,-0.13669429885872142,-0.1676159095596475,-0.1888047215138255,-0.16338773768127493,-0.17618769376991691,-0.17398149274097532,-0.15405893587868355,-0.1585036862375933,-0.15529041251781361
20130628,0.00749086508660009,0.03195201217989498,0.04338069295444315,0.03383941118429504,0.03734208660364703,0.04471769047560897,0.05939428559536102,0.07252815839930882,0.07843888702671559,0.06449020945123304
20130731,0.0497620697593875,0.04529305595282175,0.11138437707581372,0.02703075703960982,0.08293810144019784,0.12015523544863096,0.08096694653310456,0.04913881040677859,0.048991168711690666,0.011834082077907608
20130830,0.06673129413035198,0.017750921751542817,0.07161188125464553,0.027904464694923192,0.0367079671080653,0.03852622470008868,0.039194909863336194,0.02055327584879197,0.07722006984922636,0.05761993521696618
20130930,-0.023964324112840652,-0.026233617775836136,-0.0366412440313299,-0.003336770191490992,-0.01582686682348134,-0.04367826336440152,-0.03058367727190722,-0.027349458385671196,-0.041590892239105226,0.0010966490393498254
20131031,0.03816404571891378,0.035570023869055396,0.03328260714834504,0.030774195055265574,0.055201586631573145,0.06137780278774646,0.06299457879197903,0.053139627505838866,0.09364701806247169,0.08308056937694862
20131129,-0.04021050085002492,-0.05162474635305905,-0.051505926888348416,-0.060470939855206615,-0.04357852815344204,-0.04912247515324826,-0.02741644866158102,-0.03752582164296712,-0.034007135920349096,-0.022247133164630076
20131231,-0.030578650975881687,-0.02791331136482851,-0.017803776606768285,-0.043160640471314404,-0.03290811502616367,-0.009281497346308395,0.019551348422990743,0.008265937794184395,0.09230298597536807,0.002188145351750379
20140130,0.011230587614829226,-0.0022383723914947322,-0.010388421666630551,0.0010597484463493352,0.016971240291696853,0.03493813445402165,0.010579061915855503,0.04971405791248157,0.014961080951046108,0.028256668163326327
20140228,-0.038593663813812754,-0.01208496654130806,0.0022677313126627545,0.007480812099574616,-0.02540157109410473,-0.01696750673557709,-0.01643392454150818,-0.029547242728925706,-0.051809753238889825,-0.04490886182466225
20140331,-0.0031498668607077883,-0.0013140403827177885,-0.014421593108842199,-0.012351570227424533,-0.006225316759841469,-0.01685882567330932,-0.02458068470567564,0.004494441645673719,-0.028809031453735975,-0.010220587946080432
20140430,0.0025228775540944576,0.015029689093244326,0.017362601415338186,0.02048476358594123,0.02104808322272601,0.02189551538573785,0.024566513166697515,0.01860124770406417,0.058266107431279614,0.029135323027945248
20140530,0.024944674202990902,0.024880447108650464,0.05212164050601267,0.021633279824422137,0.021221842884705265,0.030985862576489852,0.03853890781312022,0.024472053784240232,0.06651755937671501,0.03961678888208482
20140630,0.09106213661202556,0.06572336313044361,0.06174159385911912,0.07785480771815412,0.08420857578346036,0.09430733415327042,0.08370031624319808,0.09670017432062501,0.017797035093202053,0.04448596771540607
20140731,0.006963815706419022,0.0331163618111033,0.016791995046210744,-0.011967685507088651,0.01969819167307879,0.04028374704268481,0.04507050677378843,0.045501738451060675,0.054613159409966555,0.0547386679451991
20140829,0.04165946571497767,0.0409244042230662,0.09458904473803806,0.10785127195850676,0.09395503321213487,0.1164000176116618,0.12753285495025501,0.11635974672490734,0.13173528626926093,0.10023851603282284
20140930,0.018381011920767475,0.020270541715196475,0.0024759394468334525,0.03667300873492895,0.019527407351487447,0.013985489821533508,0.01685929771061811,0.011478757858808884,0.0009062836465230416,0.010689830818555353
20141031,0.0757516632531468,0.0954331724994952,0.09388169293466052,0.06223254689340664,0.06706727366249562,0.0721001366427542,0.04225889202587647,0.008860812791026271,0.07181546483420188,0.03784699270411707
20141128,0.20023396814616015,0.2067766886809151,0.15194572850870214,0.06797829480017342,0.11079542190109676,0.13903837881990797,-0.07006161357449239,-0.08007556847942342,-0.0871092026054057,-0.03786142131877719
20141231,-0.01962546833927621,0.03102979238664863,-0.02563726578548378,0.024676742158848127,-0.030456851805930444,0.055419534926338755,0.07591615711722174,0.04577197836363586,0.12790104185527962,0.08964074388998525
