,Sharp,RetYearly,STD,MDD,R2VaR,R2CVaR
0,0.24212222205775974,0.054993578506281615,0.2271314794606608,0.36646885220555103,-0.037624444003711704,-1.77135967836656
1,0.11939358987777973,0.029329027400543994,0.24564993338894822,0.5617919851916846,-0.02652058984636529,-2.6280897975888524
2,0.15548829159744051,0.041704284420051696,0.26821495040941196,0.6397630731098607,-0.029719433319130628,-2.1896643115484182
3,0.07148174592764371,0.01576054378351932,0.2204834755921139,0.529061061104392,-0.018733543943969835,-13.05233987470086
4,0.18113112234317666,0.04343500028273195,0.2397986592300723,0.3579183238005951,-0.03152051741415135,-2.2468114349619306
5,0.013209871473395493,0.003410849498560964,0.25820459384713695,0.4699679369350508,-0.014442727023007616,-5.185631701648594
6,0.182868204488359,0.05143201024766131,0.2812517921940627,0.48311864729035536,-0.030493627141313366,-2.0789995025097117
7,0.14473717064706557,0.04102617394794095,0.2834529220415759,0.5595140182395946,-0.03030833396569826,-2.177466851081595
8,0.15300134516954556,0.04816796086624664,0.31482050574699344,0.6115925141835793,-0.03487587941858893,-2.225802558482013
9,0.14684424259289192,0.03455235210230989,0.23529933140179116,0.5007663243420408,-0.03313560210199603,-1.9705342909666201
