,Sharp,RetYearly,STD,MDD,R2VaR,R2CVaR
0,0.2438622476618333,0.0554204219597394,0.22726117917436553,0.36646885220555103,-0.03767317735082586,-1.7664347707226367
1,0.11592852545503175,0.02844792865633705,0.2453919649600986,0.5694143943912651,-0.026207336288461437,-2.664027237464238
2,0.1306567692326115,0.03405653047634605,0.2606564564267953,0.6206073382824746,-0.027036757750687524,-2.449368133418309
3,0.17542164520506554,0.03871059507953967,0.22067171376877412,0.4888665321344877,-0.024766098263979786,-3.810611716756762
4,0.060743121423519494,0.013701178869979902,0.22555934810216816,0.3763720833102978,-0.01766547136114103,-12.271889545164623
5,0.010607826595850555,0.0028065167549715664,0.2645703839153429,0.4699679369350508,-0.016007822742736672,-39.859744950033175
6,0.21865286317081617,0.061836545792637976,0.28280693376665267,0.4529175829545693,-0.03323789364538562,-1.9607325607768562
7,0.11445758622233433,0.031901585907240904,0.2787197158366763,0.5729884585858794,-0.027692751935737565,-2.400517779098439
8,0.16134357425001045,0.05127648444068922,0.3178092755106167,0.6115461163150469,-0.035189187122549974,-2.232539547338993
9,0.2672180535356865,0.07785646318982686,0.2913592931303546,0.5760193060261631,-0.040421679878767214,-1.780049577558689
