,0
20091231,-0.8529009552357012
20100129,-0.043198740273007935
20100226,-0.13371587747595237
20100331,-0.023513716602190357
20100430,0.09942780389212996
20100531,0.06638459254107663
20100630,0.07583894200121216
20100730,-0.017120828230958424
20100831,-0.12021883708530434
20100930,-0.09289258249825662
20101029,0.3544425132650581
20101130,-0.2437487606021434
20101231,0.1161708727121493
20110131,0.027199655602270625
20110228,-0.22393944372134042
20110331,0.08104280219276266
20110429,0.13729935989058617
20110531,0.07093046565902542
20110630,-0.13449353808151315
20110729,-0.060398227512624934
20110831,0.20334214286664376
20110930,0.0584330145775262
20111031,0.12427521543017819
20111130,0.022614160204174907
20111230,0.33666985219094836
20120131,-0.007792562824852918
20120229,-0.1034536898938841
20120330,0.13117180543607188
20120427,0.05166040953279484
20120531,0.04228354389026076
20120629,0.04558722009954736
20120731,0.21427823118683892
20120831,-0.11880253265466763
20120928,0.020832751724212145
20121031,0.05706075525984666
20121130,-0.03561342509935367
20121231,-0.0050730936127839354
20130131,0.17056800083232707
20130228,0.03138450371298869
20130329,-0.06725286930547805
20130426,0.15147582479858637
20130531,-0.09597779554817598
20130628,0.28149592304012444
20130731,0.43359657725511425
20130830,-0.13299382007667904
20130930,0.48169492297899186
20131031,-0.18212968748341057
20131129,-0.31558271738339205
20131231,0.06681232377256219
20140130,0.39093712124557967
20140228,0.09732477438468456
20140331,-0.04792322291102137
20140430,0.0882218157444447
20140530,-0.14287521623887553
20140630,-0.034174582184153424
20140731,-0.1752586661851145
20140829,-0.23473213547751523
20140930,-0.22317196720165283
20141031,0.08076759431340308
20141128,0.3224943158747251
20141231,0.7474890659677644
20150130,-0.1465452431533134
20150227,0.09115924116165186
20150331,-0.11654054878001684
20150430,-0.17385074940978315
20150529,-0.4197536445457152
20150630,0.2628700351201857
20150731,0.39847788023073505
20150831,0.10130969561603942
20150930,0.14139583783430204
20151030,-0.08981742578073348
20151130,-0.051194013961030765
20151231,0.07447107778534912
20160129,0.05434353972138095
20160229,-0.08436763731758179
20160331,-0.031677483155686526
20160429,0.09990130566278696
20160531,0.12703812867061623
20160630,-0.04551949749119756
20160729,-0.1291715199810431
20160831,0.027652905916295434
20160930,-0.04330623496646483
20161031,-0.04793630738143782
20161130,-0.0643694143687365
20161230,0.01971179588251564
20170126,-0.058199079950521454
20170228,-0.004775378833290073
20170331,0.0920440475270572
20170428,0.08851279254533134
20170531,0.1863014503993991
20170630,0.012530363518442597
20170731,0.1407368096129124
20170831,-0.03395705123958104
20170929,-0.12123527269029702
20171031,0.14533632447101708
20171130,-0.032186937207876895
20171229,0.06234894644564533
20180131,0.3235012068763114
20180228,-0.09096899115805629
20180330,-0.35047519662822807
20180427,0.11012728684086509
20180531,0.3513091970080505
20180629,-0.024783853971115988
20180731,-0.06523133465880579
20180831,0.10137781929341824
20180928,0.18202372977513143
20181031,0.01638316785915432
20181130,-0.14444737874916525
20181228,-0.003552041478178114
20190131,0.08157835113744735
20190228,-0.11366748733258426
20190329,0.1072553551336047
20190430,0.1540735719688317
20190531,-0.12661855816437356
20190628,0.10319303592367893
20190731,0.06171611588573048
20190830,0.06277161555365132
20190930,0.04339375415615561
20191031,0.10940573086919954
20191129,0.0943931269889478
20191231,-0.06674060444915357
20200123,0.08359258594444652
20200228,0.30089833026720797
20200331,-0.004070485289756676
