,Sharp,RetYearly,STD,MDD,R2VaR,R2CVaR
0,0.46197535833980724,0.12105136897342517,0.2620299260299193,0.3180180286809341,-0.059767400062733046,-1.357617731577301
1,0.3612929047392524,0.1100773230067853,0.3046761272165831,0.4418137407001611,-0.060998215147389435,-1.3691736416212055
2,0.01740792799801661,0.005272997443555694,0.30290781557440255,0.7625420390222675,-0.017451197416964336,-13.171464582257611
3,-0.22549014683243648,-0.07270323037706172,0.3224230920878688,0.7698519031258347,0.011609208004409012,0.3848897123544545
4,0.051919087134504195,0.016556879835615268,0.31889774550007366,0.6919562619837012,-0.020667743833936065,-4.838481794210955
5,0.1367374501011491,0.06523113390253354,0.4770539004075326,0.5795635410840801,-0.03251048282518213,-2.6453282654380663
6,0.188955962897295,0.0591021939060461,0.3127828992524066,0.5696850475536706,-0.033982279936829854,-2.0644415669548493
7,0.33142828933178553,0.1055653277818005,0.31851634631020104,0.5066483833386817,-0.04907295176232592,-1.5880057941222054
8,0.44426955777431326,0.13593640964597165,0.305977322252241,0.45039858373083586,-0.0549737079470475,-1.4779448592801891
9,0.5045359980027642,0.18547258502419672,0.36761021167647306,0.3227469025797747,-0.07399094294130149,-1.272840884454999
