,Sharp,RetYearly,STD,MDD,R2VaR,R2CVaR
0,0.46586185023645105,0.12217534235627059,0.2622565945124284,0.31945495118201706,-0.060223160161645306,-1.3532158967946246
1,0.34653229927907253,0.10506025876051361,0.3031759491945815,0.4654081793114222,-0.05747640856267674,-1.3947135264857167
2,0.4881574873508094,0.14458043165762402,0.29617579450076686,0.43942159097156197,-0.06122404956315378,-1.3402495616924472
3,0.2622148032663999,0.06678321486390848,0.2546889574196136,0.3372330513372248,-0.03352633947845111,-1.936719694928819
4,0.5569071655494313,0.15259131927543068,0.2739977660816911,0.29836383730386806,-0.05710650555206742,-1.3914975465861434
5,0.25147143588513315,0.11245940981865754,0.44720550237771983,0.4283010953900922,-0.04282131126496728,-1.928784436273024
6,0.399601233658016,0.11549076853505968,0.28901504501835,0.38336465124515184,-0.048537720922495864,-1.4680620031534095
7,0.4193749246596983,0.1270706296798283,0.30300006559271453,0.38145618129137016,-0.057476083225976776,-1.3998214525758712
8,0.4996122951077703,0.16535245462334802,0.33096154006314077,0.42599216316934696,-0.0666052987302197,-1.4274445547259675
9,0.3797426732543935,0.14010636347238647,0.36895080100341476,0.3844158776726415,-0.08048056458043036,-1.2401343486261553
